image,compactness,convex,abruptness
ISIC_0000000.jpg,1.8534286381943723,3.110371259558071e-05,0.035911277730833066
ISIC_0000001.jpg,1.6105507062411109,0.000160368179761612,0.005701679596105464
ISIC_0000002.jpg,3.5679716836572997,0.00011725573246495994,0.02393761129090612
ISIC_0000003.jpg,1.7331046645779111,3.590373857129241e-05,0.007358371267764507
ISIC_0000004.jpg,1.2956061800854295,3.590373857129241e-05,0.021849520113462743
ISIC_0000006.jpg,1.8521172765432368,8.394522923668299e-05,0.016179760755335136
ISIC_0000007.jpg,2.0701009352959825,0.00014754857967005453,0.0471520547828452
ISIC_0000008.jpg,2.5419914504172465,8.65708771802314e-05,0.009130921564886166
ISIC_0000009.jpg,2.4351090239330566,7.9936707778008e-05,0.036691898769478704
ISIC_0000010.jpg,1.9093599949022813,0.00014887318918508914,0.026257768525944785
ISIC_0000011.jpg,1.6283449298426222,4.762475851086048e-05,0.012233510217508887
ISIC_0000012.jpg,1.5642659572168105,0.0001341835028589067,0.014166427863435218
ISIC_0000013.jpg,1.4980309030090038,3.9311049394703914e-05,0.022630262734322552
ISIC_0000014.jpg,4.096246453487972,0.0001075734318017686,0.0952491785567914
ISIC_0000015.jpg,1.8967978174651,7.286237967389601e-05,0.007392778216087649
ISIC_0000016.jpg,1.5441106849857096,4.379615928822344e-05,0.011784199995777487
ISIC_0000017.jpg,3.8795725851104175,0.00010152149952857411,0.015468669867780413
ISIC_0000018.jpg,3.7471458429905837,8.190725103562602e-05,0.04971609857263518
ISIC_0000019.jpg,3.281135409495341,5.459812087962763e-05,0.01471963618453989
ISIC_0000020.jpg,3.03743895332836,8.865979266562736e-05,0.026002012954791792
ISIC_0000021.jpg,7.730144499050461,0.00011634956085268463,0.10589940145059937
ISIC_0000022.jpg,8.755995458971658,0.00012380620010438493,0.05189286193242712
ISIC_0000023.jpg,2.195301832288289,5.8758367361675146e-05,0.014899454380742413
ISIC_0000024.jpg,5.672823380333719,0.0001864913551392992,0.04670254392027489
ISIC_0000025.jpg,3.453436472850304,8.89834355348803e-05,0.014021560031702759
ISIC_0000026.jpg,4.751628771870887,7.529540581396189e-05,0.09252854212061903
ISIC_0000027.jpg,3.0486386165359263,9.184636809512556e-05,0.008918808642504428
ISIC_0000028.jpg,3.042309212755273,6.12494473335221e-05,0.0373814867723684
