imageID,p1,p2,p3,p4,p5,p6,p7,p8,p9,melanoom_truth
ISIC_0000000,0.0,0.00137002816778,1.24946568901,12.7993511547,0.0,43.2759017525,27.7115597497,14.9623516259,0.0,0.0
ISIC_0000001,0.00561461296601,0.0,0.0,0.0,0.011229225932,59.3764036532,18.451489744,22.1552627639,0.0,0.0
ISIC_0000002,0.00673962308658,0.0,0.0,13.0436980312,0.0126367932873,6.00416171726,80.9281303443,0.00463349087202,0.0,1.0
ISIC_0000003,22.9682561601,0.00460278007917,0.0,0.00728773512535,16.7867225137,53.2936727117,6.89764951364,0.0418085857191,0.0,0.0
ISIC_0000004,30.3765715219,0.0,0.342135340132,65.0561814431,0.026717727212,0.913226759288,2.97308931142,0.293152840243,0.0,1.0
ISIC_0000006,0.0,0.214527391836,0.0,5.25952055288,0.00287956230653,18.544381254,75.9786912389,0.0,0.0,0.0
ISIC_0000007,0.0,0.574287321275,0.0,3.74470856399,0.0,40.2149137089,55.1789467452,0.287143660638,0.0,0.0
ISIC_0000008,28.6439673466,0.0,0.0,0.032118072151,20.5150362284,41.0958380332,9.69124591355,0.0217944061024,0.0,0.0
ISIC_0000009,10.8976157083,0.0,0.0,0.0,13.4743338008,62.0673211781,13.5607293128,0.0,0.0,0.0
ISIC_0000010,0.00644257251921,0.0,0.0,0.0,0.505741942758,48.0567590639,50.9688018426,0.462254578253,0.0,0.0
ISIC_0000011,9.12131062655,0.0,0.0,0.0,14.5043438237,71.2998389046,5.07450664519,0.0,0.0,0.0
ISIC_0000012,2.58559714982,0.0,0.0,0.0,0.0,29.1462552066,68.2681476436,0.0,0.0,0.0
ISIC_0000013,6.12523415892,0.0,0.0,0.0,8.68554467571,39.925069145,5.44857325218,39.8155787682,0.0,1.0
ISIC_0000014,21.127671567,0.0,0.0,0.0,48.8569897342,27.8189479131,2.19639078569,0.0,0.0,0.0
ISIC_0000015,20.0293204367,0.0,0.0,0.0,25.8582448852,43.4748504225,10.6375842557,0.0,0.0,0.0
ISIC_0000016,0.000620205039786,0.00248082015914,0.433523322811,6.46439712969,0.284053908222,57.552546872,32.8987763355,2.36360140663,0.0,0.0
ISIC_0000017,13.6868936094,0.0,0.0,0.0,7.95724327118,64.8752928743,13.4805702451,0.0,0.0,0.0
ISIC_0000018,24.1754226601,0.0,0.0,0.0,28.5079584178,36.250447209,11.066171713,0.0,0.0,0.0
ISIC_0000019,15.2278027729,0.0,0.0,0.0264438527224,20.3439537233,27.6854283353,36.713249472,0.00312184372418,0.0,0.0
ISIC_0000020,49.0253733813,0.0,0.0,0.0318357974742,13.1171005861,8.85987736951,28.9658128657,0.0,0.0,0.0
ISIC_0000021,67.5722114962,0.0,0.0,0.0,20.8319368589,11.3364614361,0.259390208787,0.0,0.0,0.0
ISIC_0000022,16.8299099265,0.0,0.0,0.453451069664,23.2502574936,33.7615052056,25.7048763047,0.0,0.0,1.0
ISIC_0000023,22.7350606075,0.0,0.0,0.0,10.0381790096,12.4516860147,54.7750743681,0.0,0.0,0.0
ISIC_0000024,6.07652711111,0.000354636967003,0.0,0.407123238119,41.7748161651,0.00727005782356,51.7339087909,0.0,0.0,0.0
ISIC_0000025,98.6950221957,0.0,0.0,0.0372235535881,0.0,0.00522975546279,1.26252449525,0.0,0.0,0.0
ISIC_0000026,31.2942349815,0.0,0.0,0.3652132954,2.07551279684,0.00740820187461,66.2576307244,0.0,0.0,1.0
ISIC_0000027,22.1518408343,0.0,0.0,0.0,29.1590300407,42.401806923,6.287322202,0.0,0.0,0.0
ISIC_0000028,7.40003790032,0.0,0.0,0.0,12.897330022,51.5701205829,24.1517309476,3.98078054716,0.0,0.0
ISIC_0000029,9.02830463963,0.0,0.000921474974275,0.0124399121527,4.48589375394,58.6190161719,12.8699338074,14.98349024,0.0,1.0
ISIC_0000030,2.5796029902,0.0,0.322717229257,63.0311461858,0.0,19.7623681586,14.214146187,0.0900192491754,0.0,1.0
ISIC_0000031,21.0146501843,0.0,0.0,5.74366160464,7.29159877469,9.89140903923,55.962002216,0.0966781811467,0.0,1.0
ISIC_0000032,47.270927906,0.0,0.0,0.000717138902634,28.9232876516,11.744225239,12.0608420645,0.0,0.0,0.0
ISIC_0000034,0.769707208845,0.00407098637092,0.145683155131,4.33647283925,0.381509579903,52.8614672416,41.5002166346,0.00087235422234,0.0,0.0
ISIC_0000035,0.0,0.000127605057244,0.569756580593,58.6893939781,0.00178647080141,1.76567117708,38.9732641884,0.0,0.0,1.0
ISIC_0000036,0.00120378771805,0.0,1.20077824876,51.0810766075,0.00361136315416,20.5632522733,24.5494448282,2.27229979129,0.0,1.0
ISIC_0000037,0.0,0.0,0.504171476364,40.8356777007,0.00359431269138,29.2930954636,28.543266539,0.652782481873,0.0,0.0
ISIC_0000038,0.705298238455,0.00215375546941,0.00498764424494,28.1165975198,2.97240925888,6.84304790406,58.7840350042,2.56977034165,0.0,0.0
ISIC_0000039,0.0150816970141,0.00781016452516,2.37832975592,8.92432489207,2.48821069131,50.401684841,22.8864752189,12.8980827393,0.0,0.0
ISIC_0000040,0.0,0.0698419065766,9.01999269346,22.1918181102,0.0,15.8372791026,52.8810681872,0.0,0.0,1.0
ISIC_0000041,0.0,0.0208111131344,1.54695940966,12.3774095367,0.0,52.3624949056,14.1810393417,19.5112856932,0.0,0.0
ISIC_0000042,0.0114484590374,0.0,1.70405909518,69.8322536556,0.000880650695186,9.81978364174,18.1840278145,0.446842162737,0.0,0.0
ISIC_0000043,13.0259981604,0.105080876288,0.0292211203925,3.48307118294,10.013775671,37.7364139783,33.5347623373,2.07153272694,0.0,1.0
ISIC_0000044,26.4846114448,0.0,0.0,0.0841597988546,22.4030358057,19.2441914606,31.78400149,0.0,0.0,0.0
ISIC_0000045,14.8868807517,0.0,0.0,0.0179070862217,19.3267304799,48.5485106658,16.1977902286,1.02218078773,0.0,0.0
ISIC_0000046,0.0,0.00954364182243,1.46455788688,39.2523730031,0.0,0.180234022614,59.0932914456,0.0,0.0,1.0
