image,compactness,convex,abruptness
ISIC_0000000_segmentation.png,1.4591638578298347,1.5747234865628685e-05,0.03162624508141529
ISIC_0000001_segmentation.png,1.7016716260947111,0.00010877637542074342,0.006340625651632461
ISIC_0000002_segmentation.png,1.9647128894234545,5.4950503860810904e-05,0.012804313272785368
ISIC_0000003_segmentation.png,1.4607867796348142,2.0001623194319226e-05,0.00693978960214042
ISIC_0000004_segmentation.png,1.1982655010408831,4.305975295757971e-06,0.016477827232321537
ISIC_0000006_segmentation.png,1.8521172765432368,8.394522923668299e-05,0.016179760755335136
ISIC_0000007_segmentation.png,1.4283023718983658,4.91612396836753e-05,0.02925965219062765
ISIC_0000008_segmentation.png,1.6390754112659065,3.378006746846583e-05,0.009860908451060224
ISIC_0000009_segmentation.png,1.7419225846911468,3.734709546980425e-05,0.031071418665714588
ISIC_0000010_segmentation.png,1.5333952917250924,6.397248645438612e-05,0.02294406826961916
ISIC_0000011_segmentation.png,1.6283449298426222,4.762475851086048e-05,0.012233510217508887
ISIC_0000012_segmentation.png,1.4505619308108568,9.008212470968794e-05,0.012507205736105906
ISIC_0000013_segmentation.png,1.5202471936076385,2.7684771421499018e-05,0.019182782921855344
ISIC_0000014_segmentation.png,1.8425115823733988,3.76379216763551e-05,0.048565665417518944
ISIC_0000015_segmentation.png,2.032177004209995,5.506842565720515e-05,0.013526026707465432
ISIC_0000016_segmentation.png,1.3614364667036831,2.545492853610857e-05,0.010095735226723886
ISIC_0000017_segmentation.png,1.8109398235604488,3.8429504524337124e-05,0.010078119967469216
ISIC_0000018_segmentation.png,2.089561580063405,3.1346632705045346e-05,0.03719898508029522
ISIC_0000019_segmentation.png,1.3819727902406045,1.1921207074426062e-05,0.01201529875906975
ISIC_0000020_segmentation.png,2.21035102630402,3.348559696361872e-05,0.03544951203101944
ISIC_0000021_segmentation.png,2.8451470085893686,4.590451572331358e-05,0.0551360396542715
ISIC_0000022_segmentation.png,1.2960373388879411,5.769569833062057e-06,0.020573940173606912
ISIC_0000023_segmentation.png,1.6350416094020617,2.5016916606866626e-05,0.011125619811724956
ISIC_0000024_segmentation.png,1.1888910533057442,1.6528495271611366e-06,0.0051168861861225386
ISIC_0000025_segmentation.png,3.0971106929381373,6.417615343826053e-05,0.01597093751490593
ISIC_0000026_segmentation.png,1.3087664335194198,2.154560672816241e-06,0.03985458444509889
ISIC_0000027_segmentation.png,2.022941946642555,3.5760842588018464e-05,0.009698402698813658
ISIC_0000028_segmentation.png,1.9175377850599795,2.732206486570326e-05,0.03492403686278033
ISIC_0000029_segmentation.png,1.783385043485396,1.6165382344956347e-05,0.004911888769014611
ISIC_0000030_segmentation.png,1.2592683108208296,5.354065457709121e-06,0.010000214569263718
ISIC_0000031_segmentation.png,1.3829513048539268,9.734872527856342e-06,0.01635317337576079
ISIC_0000032_segmentation.png,1.3073210770793378,9.659688733504232e-06,0.006228070795297028
ISIC_0000034_segmentation.png,1.990209523598576,3.104145553004986e-05,0.04263935253792063
ISIC_0000035_segmentation.png,1.8240408051376555,1.4449962591348629e-05,0.016856020982454582
ISIC_0000036_segmentation.png,1.3600953163704563,1.005060293877754e-05,0.012747718441582177
ISIC_0000037_segmentation.png,2.315226364135252,2.7177910485074075e-05,0.049210619947474415
ISIC_0000038_segmentation.png,1.943460277953852,1.6908569678618397e-05,0.04005862011362655
ISIC_0000039_segmentation.png,1.553145152875595,2.3343140623620573e-05,0.0025884202298654623
ISIC_0000040_segmentation.png,2.245198147898843,4.710010298602204e-05,0.033268098303330086
ISIC_0000041_segmentation.png,1.554343450256829,4.731963597481754e-05,0.021903236409746042
ISIC_0000042_segmentation.png,1.3360390534597892,1.062434002894226e-05,0.007078844139448068
ISIC_0000043_segmentation.png,1.3389075118361138,6.877967567458402e-06,0.016219003222920633
ISIC_0000044_segmentation.png,1.6316792619311098,1.335128671472642e-05,0.01389528107626903
ISIC_0000045_segmentation.png,1.578466039748376,1.8070803042359746e-05,0.0017895540767254418
ISIC_0000046_segmentation.png,2.3333717031224017,2.829921293763075e-05,0.03910285811839703
ISIC_0000047_segmentation.png,1.6544765561882873,2.5392052791920676e-05,0.014766224361942032
ISIC_0000048_segmentation.png,1.7500317572013482,3.670023869622574e-05,0.025923404067953217
ISIC_0000049_segmentation.png,1.1600850847617812,1.0642610571652288e-06,0.010525368475395216
ISIC_0000050_segmentation.png,1.4321926045165054,1.1894113226571207e-05,0.027589374265567918
ISIC_0000051_segmentation.png,2.5891732035308053,3.812167248290424e-05,0.05797497817530747
ISIC_0000052_segmentation.png,1.7819345852234254,1.322987287763404e-05,0.0021670361695360447
ISIC_0000053_segmentation.png,2.9207561208118467,3.382101218094979e-05,0.004619907782741968
ISIC_0000054_segmentation.png,1.9936618767237049,3.2137502713316315e-05,0.018465204458011083
ISIC_0000055_segmentation.png,1.9128413516762253,2.2536121413969193e-05,0.032337126456500394
ISIC_0000056_segmentation.png,2.3253880026555622,3.200714025573008e-05,0.01145153812240997
ISIC_0000057_segmentation.png,1.4302327224221498,1.7666372501298904e-05,0.010074512372722213
ISIC_0000059_segmentation.png,1.3502617724668224,7.905670415875541e-06,0.019651464892297608
ISIC_0000061_segmentation.png,1.9959795193729888,2.635588613927672e-05,0.005643589404702479
ISIC_0000062_segmentation.png,2.1482583735775007,7.511835745663541e-05,0.023604733179170896
ISIC_0000063_segmentation.png,2.18466100102464,2.6483868409239647e-05,0.0119906135454983
ISIC_0000064_segmentation.png,1.6840053331351044,1.8579783076236866e-05,0.0038521666534496357
ISIC_0000065_segmentation.png,1.9796148182650184,2.150467363182814e-05,0.0964348436299719
ISIC_0000066_segmentation.png,1.6758538277212611,2.3088349063744872e-05,0.015350436463408987
ISIC_0000067_segmentation.png,1.5927828766172316,3.633226531924373e-05,0.005501846339298564
ISIC_0000068_segmentation.png,1.562759606435218,2.9207276259509582e-05,0.01675399657628461
ISIC_0000069_segmentation.png,1.6214516760140858,4.777890617406426e-05,0.02801734711098387
ISIC_0000071_segmentation.png,1.3205948234032276,3.766488497602647e-05,0.02437479455298791
ISIC_0000072_segmentation.png,1.3970090644271156,4.374883436068996e-05,0.008473892464531745
ISIC_0000073_segmentation.png,1.4622654491826894,2.0365151168926622e-05,0.033824683332685554
ISIC_0000074_segmentation.png,2.1205963849665586,5.2836598419482404e-05,0.09028033194073708
ISIC_0000075_segmentation.png,1.4056526505334954,1.6417752586471216e-05,0.004935698601162608
ISIC_0000077_segmentation.png,1.1953328682357287,1.3224082000295825e-06,0.007194901695099581
ISIC_0000078_segmentation.png,1.7522830191020144,4.596298470955455e-05,0.021739134930561982
ISIC_0000079_segmentation.png,2.5419020292970824,0.0001216546546118024,0.0337292069799627
ISIC_0000080_segmentation.png,1.752503873803963,1.4512711519993573e-05,0.0060348230633270475
ISIC_0000081_segmentation.png,2.8962083252021054,6.481934680583522e-05,0.037259308369272416
ISIC_0000082_segmentation.png,1.7710105102285802,1.5567873127948897e-05,0.023164831794214743
ISIC_0000085_segmentation.png,2.569278115477286,5.056007612116097e-05,0.006704688136881232
ISIC_0000086_segmentation.png,2.143812934022044,1.4636941149617919e-05,0.06509251912536522
ISIC_0000087_segmentation.png,1.8305136200363048,1.1520345076160487e-05,0.058407203206709786
ISIC_0000088_segmentation.png,2.969415326117084,2.72339930153099e-05,0.046215899483612384
ISIC_0000089_segmentation.png,2.2137906946196084,3.461853432346758e-05,0.05924344863490238
ISIC_0000091_segmentation.png,1.1602352481536125,2.2205635036126257e-06,0.010278541971868579
ISIC_0000092_segmentation.png,1.4158966193389797,2.0232194278383913e-05,0.02312430002859726
ISIC_0000093_segmentation.png,1.376731793035042,1.8850354923426946e-05,0.007251123078673945
ISIC_0000094_segmentation.png,1.3082431469594002,4.982103551625067e-06,0.03272534503370998
ISIC_0000095_segmentation.png,1.221713811401838,6.660728946113486e-06,0.0208091375446014
ISIC_0000096_segmentation.png,1.262498740389148,3.7050327223855664e-06,0.0136287261081988
ISIC_0000097_segmentation.png,2.781274189170448,3.1528250743010685e-05,0.054025230823651516
ISIC_0000098_segmentation.png,1.5370834663503783,5.6640011627893404e-05,0.06722833520283121
ISIC_0000099_segmentation.png,1.2772134780418696,1.3876180056421146e-06,0.038177878238976434
ISIC_0000100_segmentation.png,1.1811801173543408,6.883775911665009e-07,0.0069222537618556824
ISIC_0000101_segmentation.png,1.7238344555685623,8.880882681618128e-06,0.007073989040204626
ISIC_0000102_segmentation.png,1.2156630964435629,1.7667942164743198e-05,0.01711154832715104
ISIC_0000103_segmentation.png,1.2619162834768822,4.118415702412654e-06,0.00676665237227865
ISIC_0000104_segmentation.png,1.1983895960671591,3.3860687361657607e-06,0.012487998596894558
ISIC_0000105_segmentation.png,2.737795901825301,4.434750262377924e-05,0.026110587511288964
ISIC_0000107_segmentation.png,2.4240528381463458,2.567876023487739e-05,0.051809084948688335
ISIC_0000108_segmentation.png,1.8817159800392635,2.988382407549116e-05,0.00556854568507929
ISIC_0000109_segmentation.png,3.5603859209123003,3.541465633922946e-05,0.04107862923765485
ISIC_0000110_segmentation.png,1.247447707064632,2.327223226838496e-06,0.03167843507080833
ISIC_0000111_segmentation.png,1.3122573057712343,2.621109962946209e-06,0.03216600686819292
ISIC_0000112_segmentation.png,1.2374737992050764,2.6412937615796904e-06,0.01047709757310088
ISIC_0000113_segmentation.png,1.151827298711245,7.208554770509643e-07,0.00893298885441927
ISIC_0000116_segmentation.png,1.4913314505294626,1.1623178577922617e-05,0.039302629504800735
ISIC_0000118_segmentation.png,1.2584346662048755,1.16188604563234e-05,0.013317759380659612
ISIC_0000119_segmentation.png,2.3127352563848587,3.166095670153252e-05,0.019171695782814045
ISIC_0000120_segmentation.png,1.7916975610653278,1.4901812644787463e-05,0.0062881548955211935
ISIC_0000121_segmentation.png,1.180727884192721,3.321338767748605e-06,0.0055121239244322745
ISIC_0000122_segmentation.png,1.1974940522912985,6.365682234937407e-07,0.019470171824942217
ISIC_0000123_segmentation.png,1.299510401223732,1.6468316573388236e-06,0.050203494483035724
ISIC_0000124_segmentation.png,2.888692381829089,2.6738597997972142e-05,0.01272150548141754
ISIC_0000125_segmentation.png,1.2687206873081365,9.074984814084562e-05,0.0039574904941346856
ISIC_0000126_segmentation.png,1.2030569150925898,1.6918759174856671e-06,0.011474920499256636
ISIC_0000127_segmentation.png,1.2878559851202198,3.4955285674909227e-06,0.0266009775939491
ISIC_0000128_segmentation.png,1.5886736481564672,1.9479779123133852e-05,0.005416736838717378
ISIC_0000129_segmentation.png,1.768638529389435,2.556812117341346e-05,0.025157449916981663
ISIC_0000130_segmentation.png,1.3996922463133086,8.2999363080372e-06,0.015784871145589126
ISIC_0000131_segmentation.png,1.3501221690143663,6.8344193295064786e-06,0.0016542063483019358
ISIC_0000132_segmentation.png,1.811896894232032,8.956674729347789e-05,0.014753084894914966
ISIC_0000133_segmentation.png,1.1693492455175705,2.0784885286168187e-06,0.005745908678120713
ISIC_0000134_segmentation.png,1.304841731476004,2.6569420510702534e-06,0.046922239629181135
ISIC_0000135_segmentation.png,1.7790590456803823,3.16491809121634e-05,0.006273481910689317
ISIC_0000136_segmentation.png,1.310569621396225,3.858553754568026e-06,0.017075764874675048
ISIC_0000137_segmentation.png,1.843135578948124,1.843681689682597e-05,0.04819329453169111
ISIC_0000138_segmentation.png,1.193541145796686,4.085517760525579e-06,0.009379275630788823
ISIC_0000139_segmentation.png,1.2038417621546218,2.5466277874021204e-06,0.004547374423607743
ISIC_0000140_segmentation.png,1.2481869151801588,2.7869973506602064e-06,0.00771662326332721
ISIC_0000141_segmentation.png,1.4656913721774902,6.829399066560029e-06,0.057722693127403885
ISIC_0000142_segmentation.png,1.1310310238500538,6.668689181554665e-07,0.0027128771416026747
ISIC_0000143_segmentation.png,1.216098184856743,5.674413900867022e-07,0.029541164091856576
ISIC_0000145_segmentation.png,1.5150094974775885,1.3329136531401899e-05,0.008789317346482573
ISIC_0000146_segmentation.png,1.1928957627643708,1.992560725922182e-06,0.004966188274291894
ISIC_0000147_segmentation.png,1.1622397081801554,8.605445650995097e-07,0.002259433257914937
ISIC_0000148_segmentation.png,1.3568676884224784,6.065935870590368e-06,0.04536047421275039
ISIC_0000149_segmentation.png,1.15244639597697,7.376243060227889e-07,0.0032011246238067732
ISIC_0000150_segmentation.png,1.5948184878013163,1.1245670147140175e-05,0.03411406450672453
ISIC_0000151_segmentation.png,1.4466471663769522,1.0713035834425383e-05,0.0547954657510269
ISIC_0000152_segmentation.png,1.850888216311764,1.4541902951222429e-05,0.007185680115311338
ISIC_0000153_segmentation.png,1.9816421982721644,1.599662354925664e-05,0.013855248669485771
ISIC_0000154_segmentation.png,1.834365862983049,3.987713041159503e-05,0.03364931610143574
ISIC_0000155_segmentation.png,1.2060525412297023,3.4634318046057195e-06,0.004919997910651982
ISIC_0000156_segmentation.png,1.4649359976484362,9.66585309217565e-06,0.06137386809936932
ISIC_0000157_segmentation.png,1.2938662458164985,1.6325625723302823e-05,0.004786542101975757
ISIC_0000159_segmentation.png,1.23765511052487,8.277260004896914e-06,0.010157448498360262
ISIC_0000160_segmentation.png,1.3846214854016965,1.4404651154342609e-05,0.05228994681320934
ISIC_0000161_segmentation.png,1.5221338441044552,2.070291067308229e-05,0.020332063206977426
ISIC_0000162_segmentation.png,1.298326023669781,1.2316628461679321e-05,0.01450397449383886
ISIC_0000163_segmentation.png,1.3801798320472032,1.0695111103091508e-05,0.054804598955355895
ISIC_0000164_segmentation.png,1.5352775965791918,4.073252031517853e-05,0.026550798469932087
ISIC_0000165_segmentation.png,2.1034271944678515,0.00010192618340779522,0.06830883372722125
ISIC_0000166_segmentation.png,1.7433799348539398,3.80706280569051e-05,0.005762475833428325
ISIC_0000167_segmentation.png,1.4492940993504093,2.944378630046268e-05,0.02273153049653655
ISIC_0000169_segmentation.png,1.6411343958517652,5.836276383262142e-05,0.02124310506972843
ISIC_0000171_segmentation.png,1.5047181747163398,2.5099048427375846e-05,0.012803171735419243
ISIC_0000172_segmentation.png,2.109279832600577,4.775105322166397e-05,0.03996318904092947
ISIC_0000174_segmentation.png,1.4335555647143765,2.2907649138064722e-05,0.04068165342385637
ISIC_0000176_segmentation.png,1.8956270596793368,4.741419545651063e-05,0.014303669824215897
ISIC_0000177_segmentation.png,1.2294761634956457,1.3949451749333033e-05,0.01930598050142493
ISIC_0000179_segmentation.png,2.9045546186543456,3.1807096873455345e-05,0.025211749938497254
ISIC_0000181_segmentation.png,1.1744757833611663,2.6928074688380157e-06,0.015057739156404784
ISIC_0000182_segmentation.png,1.1340981490210351,1.7616124648195922e-06,0.0009217073126846119
ISIC_0000184_segmentation.png,1.2235918239547166,4.577197970213318e-06,0.015984070392739785
ISIC_0000185_segmentation.png,1.3506716831558048,2.2153188818524404e-05,0.01094663318446462
ISIC_0000186_segmentation.png,1.1483609346578738,9.777302460692798e-06,0.0031415493630986505
ISIC_0000188_segmentation.png,1.2363349609129246,5.172848825781416e-06,0.009451417153680315
ISIC_0000189_segmentation.png,1.2009660053084923,2.520006341095899e-06,0.006355387831966935
ISIC_0000190_segmentation.png,1.419545475482611,2.7810788684123868e-05,0.011439452857579382
ISIC_0000191_segmentation.png,1.2437789965441823,7.352104811834909e-06,0.028914610903838893
ISIC_0000192_segmentation.png,1.2532836108006398,9.77468619386288e-07,0.035298293366706805
ISIC_0000193_segmentation.png,1.2841160776500202,5.240142649274634e-06,0.03874687233507052
ISIC_0000196_segmentation.png,2.273550421517684,3.285459134268069e-05,0.018935033023537724
ISIC_0000197_segmentation.png,2.4387405112905536,3.5442915662822695e-05,0.012550722204794102
ISIC_0000198_segmentation.png,1.2777541966145591,3.213936152156161e-05,0.0024411870118218517
ISIC_0000199_segmentation.png,1.5356420885736737,4.124070029157989e-05,0.005538086106621224
ISIC_0000201_segmentation.png,1.2275987843224814,1.2058288651922933e-05,0.01308335678031083
ISIC_0000202_segmentation.png,1.1663421029437455,9.016691414403414e-07,0.0186095481248769
ISIC_0000203_segmentation.png,1.235736484676356,3.4183412636809783e-06,0.024240220486755514
ISIC_0000204_segmentation.png,1.2197734842042538,4.977538078448391e-06,0.004525168939590321
ISIC_0000205_segmentation.png,1.1970674692327985,9.7424720293185e-07,0.01498401277876055
ISIC_0000206_segmentation.png,2.5522218744952463,6.200989382668643e-05,0.024487333774331387
ISIC_0000207_segmentation.png,1.24446805913668,5.464096023464447e-06,0.023320520698432604
ISIC_0000208_segmentation.png,1.2470382082194742,5.163477278431134e-06,0.013470429823842679
ISIC_0000209_segmentation.png,1.2482499941339549,1.1954360977333451e-05,0.007378930448533001
ISIC_0000211_segmentation.png,1.1291080329453436,8.105463250906457e-06,0.0023569862209003914
ISIC_0000212_segmentation.png,1.1741672376457537,4.141481036647079e-06,0.014988558770789338
ISIC_0000213_segmentation.png,1.6781970027961002,4.000253960586002e-05,0.037850390425518035
ISIC_0000214_segmentation.png,1.860242438037228,3.0096770514817993e-05,0.11513960597624558
ISIC_0000215_segmentation.png,1.2303118646473896,7.946118269819805e-06,0.014414817493805653
ISIC_0000216_segmentation.png,1.5534146759707372,2.317393396760653e-05,0.006694733833436229
ISIC_0000217_segmentation.png,1.3076649861584948,1.1235377440171321e-05,0.01925144206910747
ISIC_0000218_segmentation.png,1.2546247798401713,2.5769337827472505e-06,0.03316798992564124
ISIC_0000219_segmentation.png,1.4432899432189976,2.3730621051280666e-05,0.028515432217055374
ISIC_0000220_segmentation.png,1.3686007365781925,3.918858423531827e-05,0.01942196442638848
ISIC_0000221_segmentation.png,1.1715455173982028,1.1973792612429404e-05,0.003028341837272318
ISIC_0000222_segmentation.png,1.6404092678575468,2.223625145740151e-05,0.00821304767734681
ISIC_0000223_segmentation.png,2.3001651070909817,3.548661626641401e-05,0.07063885041281012
ISIC_0000224_segmentation.png,1.2525466175250324,1.615426073883627e-05,0.005606941372790671
ISIC_0000225_segmentation.png,1.5618848721092562,5.9315931975069706e-05,0.006341849680472062
ISIC_0000226_segmentation.png,1.2037740277050553,6.1994980968110175e-06,0.006877362526685129
ISIC_0000227_segmentation.png,1.4359580569338442,3.6927143682241974e-05,0.006337619949660649
ISIC_0000229_segmentation.png,1.6420663735587708,2.4251212026508996e-05,0.06744711202396829
ISIC_0000231_segmentation.png,1.6497148392138248,3.430263681253684e-05,0.010720103571553731
ISIC_0000232_segmentation.png,1.405900655318315,3.596978609004938e-05,0.003081294638065333
ISIC_0000233_segmentation.png,1.4696544527114035,1.3320807985919085e-05,0.027323258732557736
ISIC_0000234_segmentation.png,1.1561010737850579,3.2034550564276974e-06,0.0034604179964002487
ISIC_0000235_segmentation.png,1.1428775417707355,2.951772171619605e-06,0.0033549940420777467
ISIC_0000236_segmentation.png,1.6593348385583793,1.942478859536057e-05,0.012327705145496113
ISIC_0000237_segmentation.png,1.2978518406536663,1.4398299976303277e-05,0.014057810959088505
ISIC_0000239_segmentation.png,1.2049859034940351,4.594823110547165e-06,0.010630995669368492
ISIC_0000240_segmentation.png,1.2685516975348188,1.6718952398082143e-05,0.007928866506466289
ISIC_0000242_segmentation.png,2.172542010871514,3.6737493778556845e-05,0.06030098164289581
ISIC_0000243_segmentation.png,1.8135611537161327,5.3866990389202624e-05,0.015010106909980616
ISIC_0000244_segmentation.png,2.155981074189696,6.619253553168007e-05,0.016778390462479496
ISIC_0000245_segmentation.png,1.156452608591967,1.991658896776985e-06,0.013115630255469534
ISIC_0000246_segmentation.png,2.2668412695905755,3.946665087588268e-05,0.008166424346323586
ISIC_0000247_segmentation.png,1.1558644853741704,8.059611241735028e-06,0.004078413940907806
ISIC_0000250_segmentation.png,1.2776903839496998,9.594585710073287e-06,0.02825039786079713
ISIC_0000251_segmentation.png,1.1763311359695647,8.66155065031141e-06,0.017019454874021667
ISIC_0000252_segmentation.png,1.8450810243752749,9.098868459775726e-05,0.014870485948907275
ISIC_0000253_segmentation.png,1.4801094989589612,6.858563263362025e-05,0.021057661680637496
ISIC_0000254_segmentation.png,1.1890122969007637,7.4679955043702535e-06,0.006548818714254165
ISIC_0000255_segmentation.png,1.7112735594433668,4.840926327846072e-05,0.025041937403938973
ISIC_0000256_segmentation.png,1.5632830051958404,7.812684650266066e-05,0.015113657729955496
ISIC_0000258_segmentation.png,1.2492156530356535,4.521682495989718e-06,0.01625309990705838
ISIC_0000259_segmentation.png,1.155125048416325,1.8259805271584267e-06,0.015787052998193274
ISIC_0000260_segmentation.png,1.6905806411570827,6.054320337038716e-05,0.007766502775671823
ISIC_0000261_segmentation.png,1.310513911656575,4.996736556192725e-05,0.0018135065170805714
ISIC_0000262_segmentation.png,1.8953157382296693,0.000188140921057769,0.0234735859513905
ISIC_0000263_segmentation.png,1.5743524402543876,3.370251779670907e-05,0.012810444919866824
ISIC_0000264_segmentation.png,1.3352124471876563,9.615628034783145e-06,0.02890218990070314
ISIC_0000265_segmentation.png,1.3428402764316645,1.4004252290407551e-05,0.023308213362901564
ISIC_0000268_segmentation.png,1.2463687257726637,2.876977301407408e-06,0.033293411859991906
ISIC_0000269_segmentation.png,1.4341357521005442,4.931361560866305e-05,0.002664093608496163
ISIC_0000274_segmentation.png,1.262006801178582,4.983316411730736e-06,0.03468442328021611
